nr,country,year,govexp,fr,fr1,fr2,er,er1,er2,rr,bbr,bbr1,bbr2,bbr_d,dr,er_nat_basis,er_nat_2lvls,rr_nat_basis,bbr_nat_basis,bbr_nat_2lvls,dr_nat_basis,er_sup_basis,rr_sup_basis,bbr_sup_basis,dr_sup_basis,er_nat_mn,rr_nat_mn,bbr_nat_mn,dr_nat_mn,er_sup_mn,rr_sup_mn,bbr_sup_mn,dr_sup_mn,er_nat_enf,rr_nat_enf,bbr_nat_enf,dr_nat_enf,er_sup_enf,rr_sup_enf,bbr_sup_enf,dr_sup_enf,ceil,ind,ind_mn,frl,reg_gk,ref_gk,gk,debt_ratio,def_ratio,ratio65,five,bailout,gdp,pop,debt,ln_govexp,govexp_growth,ln_gdp,gdp_growth,ln_pop,pop_growth,ln_debt,debt_growth,consultation,inpatient_discharge,inpatient_discharge_mil,length,curative_discharge_mil,occupancy_rate,mand,mand_us
9,Finland,2001,7439.5,1,1,1,0,0,0,0,1,1,1,3,3,2,1,0,2,1,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,40.947,4.98279526714069,15,0,0,178027307149.419,5187000,72896841458.4726,8.9145594,.054585457,25.905203,.0254879,15.461666,.0023164749,25.012312,-.011407852,4.3,1083310,20881,12.8,20218.1,,0,0
9,Finland,2002,7996.1,1,1,1,0,0,0,0,1,1,1,3,3,2,1,0,2,1,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,40.17,4.07110439749408,15.1,0,0,181018763102.938,5200000,72715237138.4502,8.9867096,.07215023,25.921867,.016664505,15.46417,.0025033951,25.009817,-.002494812,4.2,1068810,20551.7,13.1,19882.3,,0,0
9,Finland,2003,8504.5,1,1,1,1,0,0,0,1,1,1,3,3,2,1,0,2,1,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,42.738,2.44179218705672,15.3,0,0,184628270323.184,5211000,78906430170.72237,9.0483503,.061640739,25.94161,.019742966,15.466282,.0021123886,25.091528,.081710815,4.2,1059594,20326,12.8,19699.5,,0,0
9,Finland,2004,9009,1,1,1,1,1,0,0,1,1,1,3,3,2,1,0,2,1,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,42.648,2.20978438511582,15.6,0,0,191876924877.711,5227000,81831670921.84619,9.105979,.057628632,25.98012,.038509369,15.469348,.0030660629,25.12793,.036401749,4.2,1046256,20011.9,12.6,19418.2,,0,0
9,Finland,2005,9525.5,1,1,1,1,1,1,0,1,1,1,3,3,2,1,0,2,1,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,39.937,2.59327075741999,15.8,0,0,197212145403.987,5248000,78760614509.9903,9.1617279,.05574894,26.007545,.027425766,15.473357,.0040092468,25.08968,-.038249969,4.3,1032501,19681.3,12.7,19142.1,,0,0
9,Finland,2006,9944.6,1,1,1,1,1,1,0,1,1,1,3,3,2,1,0,2,1,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,38.059,3.93131495707185,16,0,0,205208389501.393,5267000,78100260960.33516,9.2047853,.043057442,26.047293,.039747238,15.476972,.0036144257,25.081259,-.0084209442,4.3,1009807,19175,12.8,18650.3,,0,0
9,Finland,2007,10107.2,1,1,1,1,1,1,0,1,1,1,3,2,2,1,0,2,1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,33.993,5.1328088153325,16.4,0,0,215849190439.911,5290000,73373615306.23895,9.2210035,.016218185,26.097845,.050552368,15.481329,.004357338,25.018829,-.062429428,4.2,984243,18610.2,13.1,18106.7,,0,0
9,Finland,2008,10499.9,1,1,1,1,1,1,0,1,1,1,3,2,2,1,0,2,1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,32.654,4.18045438823815,16.5,0,0,217404747535.74,5313000,70991346260.32054,9.2591209,.038117409,26.105026,.0071811676,15.485667,.0043382645,24.985825,-.033004761,4.3,977978,18405.9,12.6,17882.2,,0,0
9,Finland,2009,10508.3,1,1,1,1,1,1,0,1,1,1,3,2,2,1,0,2,1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,41.696,-2.52832419115169,16.7,0,0,199427469482.593,5338000,83153277675.46198,9.2599211,.00080013275,26.018717,-.086309433,15.490361,.004693985,25.143951,.15812683,4.2,963339,18043.9,12.7,17523.9,,0,0
9,Finland,2010,10661.5,1,1,1,1,1,1,0,1,1,1,3,2,2,1,0,2,1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,47.119,-2.6098343132015,17,0,0,205395012441.613,5362000,96780075912.36363,9.274394,.014472961,26.048201,.029483795,15.494847,.004486084,25.295708,.15175629,4.3,953377,17775.8,11.8,17254.7,,0,0
9,Finland,2011,11049.1,1,1,1,1,1,1,0,1,1,1,3,3,2,1,0,2,1,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,48.504,-1.04434928810529,17.5,0,0,210675343867.824,5386000,102185968789.6494,9.3101044,.035710335,26.073584,.025382996,15.499313,.0044660568,25.35006,.054351807,4.2,948953,17611.5,11.4,17048.7,,0,0
9,Finland,2012,11287.8,1,1,1,1,1,1,0,1,1,1,3,3,2,1,0,2,1,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,52.88800000000001,-2.18325967376234,18.1,0,0,207670714530.29,5413000,109832887500.7798,9.3314781,.021373749,26.059219,-.014364243,15.504314,.0050010681,25.422226,.072166443,4.2,939935,17361.3,11.2,16872.2,,0,0
9,Finland,2013,11322.6,1,1,1,1,1,1,0,1,1,1,3,3,2,1,0,2,1,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,55.579,-2.61387443566869,18.7,0,0,205342318905.551,5440000,114127207424.5162,9.3345556,.003077507,26.047945,-.011274338,15.50929,.0049753189,25.460579,.038352966,4.2,921730,16946.8,10.8,16485.1,,0,0
9,Finland,2014,11435.3,1,1,1,1,1,1,0,1,1,1,3,3,2,1,0,2,1,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,59.02499999999999,-3.18900169534462,19.3,0,0,204511297930.573,,120712793603.5207,9.3444605,.0099048615,26.04389,-.0040550232,,,25.51668,.056100845,4.2,921713,16876.5,10.6,16482.1,,0,0
10,France,1985,72572.10000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,30.545,-2.94223999978961,12.8,0,0,1424223114381.69,55284270,435028950287.8872,11.192336,,27.984648,,17.827999,,26.798679,,5.2,11621924,20533.4,14.9,18473,79.09999999999999,1,1
10,France,1986,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,31.13,-3.16572395562044,13,0,0,1456492532039.17,55546510,453406125223.7935,,,28.007051,.022403717,17.832731,.004732132,26.840054,.041374207,5.4,11943168,20994.9,14.3,18908.9,78.8,1,1
10,France,1987,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,33.46,-1.98377115396469,13.2,0,0,1494344069723.76,55823960,500007525729.5701,,,28.032709,.025657654,17.837713,.0049819946,26.937889,.097835541,5.4,12074082,21111.5,13.8,19018.5,77.5,1,1
10,France,1988,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,33.386,-2.53140587275834,13.5,0,0,1563378617603.46,56117980,521949585273.0912,,,28.077871,.045162201,17.842966,.0052528381,26.980837,.042947769,5.6,12452671,21649.7,13.4,19538.2,77.8,1,1
10,France,1989,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,34.155,-1.75317422848856,13.7,0,0,1633599005662.03,56423400,557955740383.8663,,,28.121807,.043935776,17.848394,.0054283142,27.047546,.066709518,5.7,12877619,22256.9,12.8,20075.6,77.7,1,1
10,France,1990,86895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,35.282,-2.40179024340018,13.9,0,0,1681287730091.71,56708830,593191936930.957,11.372456,,28.150581,.028774261,17.853441,.0050468445,27.108784,.061237335,5.9,13148818,22603.7,12.3,20387.6,77.3,1,1
10,France,1991,89825.10000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,36.14,-2.8269675292951,14.1,0,0,1699286218829.57,56975600,614122039485.0066,11.40562,.033164024,28.16123,.010648727,17.858133,.0046920776,27.143459,.034675598,6.1,13434000,22980.1,11.9,20755.7,77.2,1,1
10,France,1992,94081.5,1,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,39.812,-4.55472665042869,14.3,0,0,1724317588273.94,57239850,686485318243.621,11.451917,.046297073,28.175852,.014621735,17.862761,.0046272278,27.25485,.11139107,6.2,13519305,23013.4,11.7,20734.2,76.59999999999999,1,1
10,France,1993,97928.39999999999,1,1,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,46.081,-6.29882863521896,14.6,0,0,1714143240592.25,57467080,789894346697.3148,11.491992,.040075302,28.169935,-.0059165955,17.866722,.0039615631,27.395164,.1403141,6.3,13406276,22724.4,11.7,20387,76,1,1
10,France,1994,99323.89999999999,1,1,1,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,49.328,-5.36932342615344,14.8,0,0,1753652573743.9,57658770,865041741576.391,11.506142,.014149666,28.192722,.022787094,17.870052,.0033302307,27.486044,.09087944,6.4,13163839,22232.6,11.7,19843.9,75.7,1,1
10,France,1995,119105.2,1,1,1,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,55.455,-5.12445641392789,15,0,0,1792505557602.56,57844250,994033956968.4996,11.687762,.1816206,28.214636,.021913528,17.873264,.0032119751,27.625038,.13899422,6.4,13248868,22297.5,11.5,19890.6,76,1,1
10,France,1996,120636.3,1,1,1,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,59.36699999999999,-3.8996544739664,15.3,0,0,1817087495836.54,58025990,1078750333653.279,11.700536,.012773514,28.228256,.013620377,17.876402,.0031375885,27.706825,.081787109,6.5,13338684,22371.2,11.2,19918.7,75.90000000000001,1,1
10,France,1997,122029.3,1,1,1,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,60.781,-3.62605107640842,15.5,0,0,1858516393919.01,58207490,1129624849387.913,11.712016,.011480331,28.250799,.022542953,17.879524,.0031223297,27.752907,.046081543,6.5,13455394,22489.1,11,19971.1,76.40000000000001,1,1
10,France,1998,124908.5,1,1,1,1,0,0,0,1,1,1,2,2,3,1,0,0,0,0,0,0,4,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0,60.842,-2.40668071852903,15.7,0,0,1925199451417.45,58397790,1171329850231.405,11.735336,.023320198,28.286051,.035251617,17.882788,.0032634735,27.789162,.036254883,6.6,13497976,22479.1,10.9,19937.7,76.09999999999999,1,1
10,France,1999,129094,1,1,1,1,1,0,0,1,1,1,2,2,3,1,0,0,0,0,0,0,4,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0,60.01499999999999,-1.57833738945673,15.8,0,0,1988954612212.07,58677400,1193671110519.074,11.768296,.032959938,28.31863,.032579422,17.887566,.0047779083,27.808054,.018892288,6.6,13510012,22385.4,10.6,19808.8,74,1,1
10,France,2000,133053,1,1,1,1,1,1,0,1,1,1,2,2,3,1,0,0,0,0,0,0,4,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0,58.433,-1.31849864977045,16,0,0,2069309084704.46,59062380,1209159377465.357,11.798503,.03020668,28.358236,.039606094,17.894104,.0065383911,27.820946,.012891769,6.9,13512961,22239.1,10.7,19706.1,75,1,1
10,France,2001,137472.4,1,1,1,1,1,1,0,1,1,1,2,2,3,1,0,0,0,0,0,0,4,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0,57.943,-1.43654560415478,16.1,0,0,2109207279137.08,59476240,1222137973750.398,11.831179,.032675743,28.377333,.019096375,17.901087,.0069828033,27.831623,.010677338,7.4,13218380,21598.1,10.9,19105.8,75.40000000000001,1,1
10,France,2002,144042.5,1,1,1,1,1,1,0,1,1,1,2,2,3,1,0,0,0,0,0,0,4,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0,59.84,-3.08769779565303,16.2,0,0,2133049190545.53,59893870,1276416635622.445,11.877864,.046685219,28.388573,.011240005,17.908085,.0069980621,27.875078,.043455124,7.3,12947093,21003,10.9,18526.6,74.90000000000001,1,1
10,France,2003,145353.4,1,1,1,1,1,1,0,1,1,1,2,2,3,1,0,0,0,0,0,0,4,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0,63.947,-3.85941941007843,16.3,0,0,2150263421237.72,60303630,1375028949978.885,11.886923,.0090589523,28.396612,.0080394745,17.914904,.0068187714,27.949495,.074417114,7.2,11472572,18480.8,11.7,16069.2,74.90000000000001,1,1
10,France,2004,150656.1,1,1,1,1,1,1,0,1,1,1,2,2,3,1,0,0,0,0,0,0,4,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0,65.515,-3.48896981458533,16.3,0,0,2206082287407.45,60734340,1445314810594.991,11.922755,.035832405,28.422239,.025627136,17.92202,.0071163177,27.999348,.049852371,7,11497687,18386.7,11.6,15989.7,74.8,1,1
10,France,2005,153720.1,1,1,1,1,1,1,0,1,1,1,2,2,3,1,0,0,0,0,0,0,4,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0,67.00400000000001,-3.16534403926008,16.5,0,0,2242196786884.94,61181500,1502361535084.385,11.942888,.020133018,28.438477,.016237259,17.929356,.0073356628,28.038059,.038711548,7,11487770,18234.2,11.4,15839.2,73.5,1,1
10,France,2006,155447.3,1,1,1,1,1,1,1,1,1,1,2,2,3,1,5,0,0,0,0,0,4,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0,64.243,-2.34181043530155,16.5,0,0,2299630034237.07,61597480,1477351322894.921,11.954062,.011174202,28.46377,.02529335,17.936132,.0067768097,28.021273,-.016786575,6.8,11775099,18561.8,11.2,16128.1,73.7,1,1
10,France,2007,158206.1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,5,0,0,0,0,0,4,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0,64.18899999999999,-2.54368418077063,16.5,0,0,2352752313144.44,61965050,1510208182284.284,11.971654,.017591476,28.486607,.022836685,17.942081,.0059490204,28.043268,.021995544,6.8,11747025,18404.7,11.2,15965.5,73.90000000000001,1,1
10,France,2008,159546.3,1,1,1,1,1,1,1,1,1,1,2,2,3,1,5,0,0,0,0,0,4,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0,67.851,-3.18324523386026,16.5,0,0,2354890466664.47,62300290,1597816730536.51,11.980089,.0084352493,28.487514,.00090789795,17.947477,.0053958893,28.099659,.056390762,6.7,11941274,18606.3,10.9,16130.5,74.2,1,1
10,France,2009,166109.4,1,1,1,1,1,1,1,1,1,1,2,2,3,1,5,0,0,0,0,0,4,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0,78.762,-7.16228893300059,16.6,0,0,2287680952611.86,62615470,1801823271896.153,12.020402,.040312767,28.458559,-.02895546,17.952522,.0050449371,28.21982,.12016106,6.7,11973501,18562.3,10.5,16086.6,74.40000000000001,1,1
10,France,2010,167852.3,1,1,1,1,1,1,1,1,1,1,2,2,3,1,5,0,0,0,0,0,4,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0,81.45699999999999,-6.79491073470301,16.8,0,0,2330646623007.62,62917790,1898474819703.317,12.03084,.010437965,28.477167,.018608093,17.95734,.0048179626,28.272072,.052251816,6.7,12053560,18595.8,10.2,16090.1,75,1,1
10,France,2011,171057,1,1,1,1,1,1,1,1,1,1,2,2,3,1,5,0,0,0,0,0,4,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0,84.952,-5.09696574149073,16.9,0,0,2379476139460.57,63223160,2021412569994.543,12.049752,.018912315,28.497902,.020734787,17.962181,.0048408508,28.334818,.062746048,6.8,12091541,18565.9,10.1,16050.2,75,1,1
10,France,2012,173246.9,1,1,1,1,1,1,1,1,1,1,2,2,3,1,5,0,0,0,0,0,4,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,2,2,0,89.404,-4.81319680736623,17.3,0,0,2384592256157.86,63514000,2131920860695.373,12.062473,.012721062,28.50005,.0021476746,17.96677,.0045890808,28.388044,.053226471,6.7,12158806,18580.5,10.1,16041.8,75,1,1
10,France,2013,176562.7,1,1,1,1,1,1,1,1,1,1,3,2,3,1,5,3,1,0,0,0,4,4,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,2,2,0,92.291,-4.03370555593615,17.7,0,0,2402387327965.12,63786140,2217187288852.289,12.081431,.018958092,28.507484,.007434845,17.971046,.0042762756,28.427261,.039216995,6.4,12158431,18485.9,10.1,15843.9,75.8,1,1
10,France,2014,,1,1,1,1,1,1,1,1,1,1,3,2,3,1,5,3,1,0,0,0,4,4,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,2,2,0,95.56100000000001,-3.97880558925442,,0,0,2406500481322.47,64062250,2299675924956.566,,,28.509195,.0017108917,17.975367,.0043201447,28.463789,.036527634,6.3,12136065,18359.7,10.1,15749.1,75.09999999999999,1,1
11,Germany,1985,104919,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,14.7,1,0,,77684870,,11.560944,,,,18.168171,,,,,14302206,23432.8,18,,,1,1
11,Germany,1986,106360.8,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,14.9,1,0,,77720430,,11.574593,.013648987,,,18.168629,.00045776367,,,,14781412,24199.9,17.6,,,1,1
11,Germany,1987,109023.9,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15.2,1,0,,77839920,,11.599322,.024729729,,,18.170164,.0015354156,,,,15039787,24579.1,17.3,,,1,1
11,Germany,1988,115102.4,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15.3,1,0,,78144620,,11.653578,.054255486,,,18.174072,.0039081573,,,,15401040,25051.9,16.8,,,1,1
11,Germany,1989,109362,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15.3,1,0,,78751280,,11.602419,-.051158905,,,18.181805,.0077323914,,,,15486098,24898.4,16.4,,,1,1
11,Germany,1990,115118.4,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15.2,1,0,,79433030,,11.653716,.051297188,,,18.190424,.0086193085,,,,15074233,23850.8,16.7,,,1,1
11,Germany,1991,,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.405,,14.9,1,0,2567054574917.64,80013900,985877309497.1198,,,28.57378,,18.19771,.0072860718,27.616798,,5.3,15398334,19244.6,16.2,,,1,1
11,Germany,1992,163497.8,1,1,1,1,1,1,0,1,1,1,3,2,1,0,0,5,1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40.856,,14.9,1,0,2605761587540.39,80624600,1064609954205.502,12.004555,,28.588747,.014966965,18.205315,.007604599,27.69363,.076831818,5.7,15808362,19607.4,15.6,,,1,1
11,Germany,1993,160171.5,1,1,1,1,1,1,0,1,1,1,3,2,1,0,0,5,1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44.415,,15,1,0,2580334846949.98,81156360,1146055722272.834,11.984,-.020554543,28.578939,-.0098075867,18.211887,.0065727234,27.767347,.073717117,6.2,16017634,19736.8,15,,,1,1
11,Germany,1994,169082.2,1,1,1,1,1,1,0,1,1,1,3,2,1,0,0,5,1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46.708,,15.2,1,0,2645440327691.23,81438350,1235632268258.02,12.03814,.054140091,28.603859,.02491951,18.215357,.0034694672,27.842604,.075256348,6.5,16391156,20127.1,14.7,17750.1,83.5,1,1
11,Germany,1995,179168.6,1,1,1,1,1,1,0,1,1,1,3,2,1,0,0,5,1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,54.122,-9.42666203235591,15.4,1,0,2693540765005.47,81678050,1457798132836.261,12.096083,.05794239,28.621878,.018018723,18.218296,.0029392242,28.007948,.16534424,6.8,16897480,20687.9,14.2,18159.3,83.40000000000001,1,1
11,Germany,1996,187684,1,1,1,1,1,1,0,1,1,1,3,2,1,0,0,5,1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,56.909,-3.54235018065534,15.5,1,0,2716538299764.33,81914830,1545954781012.883,12.142515,.046432495,28.630379,.0085010529,18.221191,.0028953552,28.066664,.05871582,7,17148408,20934.4,13.5,18551.5,85.09999999999999,1,1
11,Germany,1997,185964,1,1,1,1,1,1,0,1,1,1,3,2,1,0,0,5,1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,58.09799999999999,-2.94511181491442,15.7,1,0,2768282583488.78,82034770,1608316815355.311,12.133308,-.0092067719,28.649248,.0188694,18.222654,.0014629364,28.106209,.039545059,7.3,17086032,20827.8,12.5,18843.3,81.90000000000001,1,1
11,Germany,1998,188736.6,1,1,1,1,1,1,0,1,1,1,3,2,1,0,0,5,1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,58.73700000000001,-2.53182243847332,15.8,1,0,2817435710978.43,82047190,1654877213557.401,12.148108,.014799118,28.666849,.017601013,18.222805,.00015068054,28.134748,.028539658,7.4,17698415,21571,12.3,19426.7,82.40000000000001,1,1
11,Germany,1999,193225.8,1,1,1,1,1,1,0,1,1,1,3,2,1,0,0,5,1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60.31,-1.69821006547596,15.9,1,0,2869423008187.82,82100240,1730549016238.074,12.171615,.023507118,28.685133,.018283844,18.223452,.00064659119,28.179461,.044712067,7.6,18176119,22138.9,12,19729.5,82.3,1,1
11,Germany,2000,198987.8,1,1,1,1,1,1,0,1,1,1,3,2,1,0,0,5,1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,59.13699999999999,.858926141517992,16.2,1,0,2961169995641.08,82211500,1751147100322.265,12.200999,.029384613,28.716606,.03147316,18.224806,.0013542175,28.191292,.011831284,7.7,18532898,22542.9,11.9,19960.9,81.09999999999999,1,1
11,Germany,2001,202971.6,1,1,1,1,1,1,0,1,1,1,3,2,1,0,0,5,1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,57.91699999999999,-3.11159024703535,16.6,1,0,3015586636779.26,82349930,1746537312423.444,12.220821,.019822121,28.734816,.018209457,18.226488,.0016822815,28.188656,-.0026359558,7.9,18680810,22684.7,11.6,20059.9,80.40000000000001,1,1
11,Germany,2002,206879.3,1,1,1,1,1,1,0,1,1,1,3,2,1,0,0,5,1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,59.559,-3.9442083203201,17.1,1,0,3016153475744.92,82488500,1796390848618.917,12.239891,.019069672,28.735003,.00018692017,18.22817,.0016822815,28.216801,.028144836,8,,,,20203.8,80.5,1,1
11,Germany,2003,208690.1,1,1,1,1,1,1,0,1,1,1,3,2,1,0,0,5,1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63.32099999999999,-4.17561529314259,17.5,1,0,2994127668514.14,82534180,1895911580979.838,12.248606,.0087146759,28.727674,-.0073280334,18.228724,.0005531311,28.270721,.053920746,8,18107679,21939.6,10.7,20143.8,78.2,1,1
11,Germany,2004,201815.1,1,1,1,1,1,1,0,1,1,1,3,2,1,0,0,5,1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64.984,-3.740784455347,18,1,0,3015100722798.03,82516260,1959333053703.072,12.215107,-.033498764,28.734653,.0069789886,18.228506,-.00021743774,28.303625,.032903671,7.4,18089578,21922.4,10.2,20149.6,76.09999999999999,1,1
11,Germany,2005,205602.8,1,1,1,1,1,1,0,1,1,1,3,2,1,0,0,5,1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67.211,-3.41693975296194,18.6,1,0,3041580266552.5,82469420,2044276512952.601,12.233702,.018594742,28.743399,.0087451935,18.227938,-.00056838989,28.346066,.042440414,8.1,18011388,21840.1,10.2,20040,76.09999999999999,1,1
